gene_id,gene_name
ENSG00000270048,AC068790.4
ENSG00000270060,AC090589.3
ENSG00000270061,AC068790.5
ENSG00000270066,AL356488.2
ENSG00000270069,MIR222HG
ENSG00000270083,AL021878.2
ENSG00000270091,AC015726.1
ENSG00000270095,AC068790.6
ENSG00000270103,AL360012.1
ENSG00000270108,AL049840.6
ENSG00000270130,AC068790.7
ENSG00000270140,AC005520.3
ENSG00000270141,TERC
ENSG00000270177,AC104109.2
ENSG00000270195,AC016773.1
ENSG00000270210,AC104695.3
ENSG00000270419,CAHM
ENSG00000270482,AC026367.1
ENSG00000270589,AL158163.1
ENSG00000270629,NBPF14
ENSG00000270640,AC104695.4
ENSG00000271344,AC018638.6
ENSG00000271383,NBPF19
ENSG00000271553,AC018638.7
ENSG00000271555,AC113139.1
ENSG00000271643,AC112220.2
ENSG00000271743,AF287957.1
ENSG00000271780,AL118558.3
ENSG00000271795,AC011337.1
ENSG00000271862,AC104118.1
ENSG00000271869,AC026979.2
ENSG00000271991,AC013400.1
ENSG00000272030,AL162258.2
ENSG00000272040,AC010245.2
ENSG00000272077,AC124045.1
ENSG00000272081,AC008972.2
ENSG00000272084,AL137127.1
ENSG00000272123,AC008966.2
ENSG00000272141,AL390719.2
ENSG00000272145,NFYC-AS1
ENSG00000272148,AC013403.2
ENSG00000272159,AC087623.3
ENSG00000272217,AL645940.1
ENSG00000272256,AC044849.1
ENSG00000272263,AC034198.2
ENSG00000272267,AC021242.3
ENSG00000272333,KMT2B
ENSG00000272345,AL031775.1
ENSG00000272391,POM121C
ENSG00000272455,AL391244.2
ENSG00000272457,AC113194.1
ENSG00000272468,AL021807.1
ENSG00000272512,AL645608.7
ENSG00000272589,ZSWIM8-AS1
ENSG00000272669,AL021707.6
ENSG00000272677,AC124016.1
ENSG00000272695,GAS6-DT
ENSG00000272734,ADIRF-AS1
ENSG00000272735,AC007881.3
ENSG00000272791,AC073389.3
ENSG00000272799,AC006238.1
ENSG00000272812,AC004908.2
ENSG00000272836,AL022328.1
ENSG00000272886,DCP1A
ENSG00000272888,LINC01578
ENSG00000272894,AC004982.2
ENSG00000272899,ATP6V1FNB
ENSG00000272906,AL353708.3
ENSG00000272910,AC090425.3
ENSG00000272918,AC005070.3
ENSG00000272994,AC012360.3
ENSG00000273001,AL731533.2
ENSG00000273015,AC008124.1
ENSG00000273017,AP000240.1
ENSG00000273038,AL365203.2
ENSG00000273096,AL021707.8
ENSG00000273113,AC133528.1
ENSG00000273117,AC144652.1
ENSG00000273129,PACERR
ENSG00000273137,AL022328.2
ENSG00000273142,LINC02604
ENSG00000273210,AP001437.1
ENSG00000273216,AC002059.1
ENSG00000273261,AC092953.2
ENSG00000273271,AP000254.2
ENSG00000273284,AP001033.2
ENSG00000273306,AC018690.1
ENSG00000273328,AC099329.2
ENSG00000273355,AP000894.4
ENSG00000273356,LINC02019
ENSG00000273373,AL355488.1
ENSG00000273416,AL732292.2
ENSG00000273437,AC108673.3
ENSG00000273450,AL139124.1
ENSG00000273454,AC112503.2
ENSG00000273466,AC012510.1
ENSG00000273521,AL162274.1
ENSG00000273542,HIST1H4K
ENSG00000273559,CWC25
ENSG00000273568,AC131009.3
ENSG00000273576,AC009283.1
ENSG00000273599,AL731571.1
ENSG00000273604,EPOP
ENSG00000273687,AC004223.4
ENSG00000273703,HIST1H2BM
ENSG00000273749,CYFIP1
ENSG00000273759,AL117379.1
ENSG00000273802,HIST1H2BG
ENSG00000273893,AL133520.1
ENSG00000273899,NOL12
ENSG00000273983,HIST1H3G
ENSG00000274180,NATD1
ENSG00000274204,AL138689.1
ENSG00000274213,AC015912.3
ENSG00000274290,HIST1H2BE
ENSG00000274370,AC130371.2
ENSG00000274460,AC092119.2
ENSG00000274512,TBC1D3L
ENSG00000274528,AC090970.2
ENSG00000274561,AC005332.3
ENSG00000274565,AC080038.1
ENSG00000274618,HIST1H4F
ENSG00000274641,HIST1H2BO
ENSG00000274678,AC106886.3
ENSG00000274737,AC004466.2
ENSG00000274750,HIST1H3E
ENSG00000274818,AC004825.2
ENSG00000274828,AC068473.5
ENSG00000274849,AC023043.4
ENSG00000274859,AC131238.1
ENSG00000274925,ZKSCAN2-DT
ENSG00000274943,AC079684.1
ENSG00000274997,HIST1H2AH
ENSG00000275055,AC011468.5
ENSG00000275056,AC020663.3
ENSG00000275066,SYNRG
ENSG00000275091,AC022098.4
ENSG00000275092,AL031710.2
ENSG00000275126,HIST1H4L
ENSG00000275180,AC048341.2
ENSG00000275198,AL512791.2
ENSG00000275202,AL161421.1
ENSG00000275216,AL161431.1
ENSG00000275221,HIST1H2AK
ENSG00000275234,AC010503.4
ENSG00000275379,HIST1H3I
ENSG00000275437,AL121832.3
ENSG00000275576,AL049539.1
ENSG00000275638,AC011939.3
ENSG00000275645,AC068338.3
ENSG00000275713,HIST1H2BH
ENSG00000275714,HIST1H3A
ENSG00000275764,AC092747.4
ENSG00000275765,AC091982.3
ENSG00000275832,ARHGAP23
ENSG00000275894,AL021578.1
ENSG00000275895,U2AF1L5
ENSG00000276107,AC037198.1
ENSG00000276180,HIST1H4I
ENSG00000276216,AC245014.3
ENSG00000276278,AC048382.6
ENSG00000276368,HIST1H2AJ
ENSG00000276390,AC004241.3
ENSG00000276410,HIST1H2BB
ENSG00000276445,AC005393.1
ENSG00000276517,AL133243.3
ENSG00000276523,AC025287.3
ENSG00000276603,AL109614.1
ENSG00000276791,AC092117.1
ENSG00000276814,AC004801.6
ENSG00000276831,AC020922.4
ENSG00000276853,AC026124.2
ENSG00000276867,AC074050.4
ENSG00000276900,AC023157.3
ENSG00000276903,HIST1H2AL
ENSG00000276916,AL442125.2
ENSG00000276934,AC009704.2
ENSG00000276952,AL121772.3
ENSG00000276966,HIST1H4E
ENSG00000276997,AL513314.2
ENSG00000277075,HIST1H2AE
ENSG00000277157,HIST1H4D
ENSG00000277224,HIST1H2BF
ENSG00000277258,PCGF2
ENSG00000277310,AC090246.1
ENSG00000277462,ZNF670
ENSG00000277476,AC005332.5
ENSG00000277558,AL109923.1
ENSG00000277595,AC007546.1
ENSG00000277602,AC005363.2
ENSG00000277775,HIST1H3F
ENSG00000277879,AL391988.1
ENSG00000277895,AC135279.4
ENSG00000277938,AL035252.3
ENSG00000277959,AL162274.2
ENSG00000277999,AC009093.6
ENSG00000278000,AC139100.2
ENSG00000278133,AC135050.6
ENSG00000278224,PRICKLE4
ENSG00000278341,AC138028.6
ENSG00000278463,HIST1H2AB
ENSG00000278464,AC068506.1
ENSG00000278588,HIST1H2BI
ENSG00000278615,C11orf98
ENSG00000278637,HIST1H4A
ENSG00000278705,HIST1H4B
ENSG00000278709,NKILA
ENSG00000278730,AC005332.6
ENSG00000278784,AL136295.7
ENSG00000278828,HIST1H3H
ENSG00000278869,BX539320.1
ENSG00000278920,AC005005.4
ENSG00000279342,AP000866.6
ENSG00000279529,AC008764.8
ENSG00000280109,PLAC4
ENSG00000280213,UCKL1-AS1
ENSG00000280587,LINC01348
ENSG00000280924,LINC00628
ENSG00000281183,NPTN-IT1
ENSG00000281195,AC007878.1
ENSG00000281491,DNAJB5-DT
ENSG00000281756,C2-AS1
ENSG00000282386,AL358472.4
ENSG00000282508,LINC01002
ENSG00000282572,AC215522.2
ENSG00000282885,AL627171.2
ENSG00000282977,PCBP2-OT1
ENSG00000283000,LINC02635
ENSG00000283045,AC103703.1
ENSG00000283078,AL137077.2
ENSG00000283209,AC106858.1
ENSG00000283439,SPEM3
ENSG00000283635,AC012485.3
ENSG00000283828,AL137002.2
ENSG00000283849,AC092053.2
ENSG00000283907,AD000090.1
ENSG00000284642,AL139424.2
ENSG00000285106,AC016831.7
ENSG00000285128,AC092306.1
ENSG00000285244,DINOL
ENSG00000285278,TFAP2A-AS2
ENSG00000285480,AC021097.2
ENSG00000285583,AC010422.7
ENSG00000285623,Z82202.2
ENSG00000285646,AL021155.5
ENSG00000285650,AL157827.2
ENSG00000285685,AC115284.3
ENSG00000285737,LINC02680
ENSG00000285744,AC083837.1
ENSG00000285796,AL162458.1
ENSG00000285967,NIPBL-DT
ENSG00000286000,AC234775.4
ENSG00000286035,AC073840.1
ENSG00000286138,AC010336.8
ENSG00000286207,AC012443.2
ENSG00000286230,AC010327.7
ENSG00000286380,AC084864.2
ENSG00000286388,AC026748.3
ENSG00000286393,Z97192.4
ENSG00000286408,AC113410.4
ENSG00000286522,HIST1H3B
ENSG00000286562,Z98742.4
ENSG00000286570,AC104304.3
ENSG00000286592,AL024495.1
ENSG00000286644,AC008443.9
ENSG00000286741,AC008766.1
ENSG00000286755,AC135893.1
ENSG00000286786,AC116158.3
ENSG00000286948,AP000867.5
ENSG00000287001,AC010624.5
ENSG00000287064,AL606500.1
ENSG00000287080,HIST1H3C
ENSG00000287168,AL512625.3
ENSG00000287175,AL513303.1
ENSG00000287190,AC239799.2
ENSG00000287396,AL592464.3
ENSG00000287454,AC008149.2
ENSG00000287507,AP001053.1
ENSG00000287512,AC019131.3
ENSG00000287529,AC068946.3
ENSG00000287553,AC090617.10
ENSG00000287562,AL109615.4
ENSG00000287601,BX323046.2
ENSG00000287637,AP001437.2
ENSG00000287697,Z99127.4
ENSG00000287737,AC132872.5
ENSG00000287766,AC006130.3
ENSG00000287769,AL353748.3
ENSG00000287906,AC127526.5
ENSG00000287929,AL354953.1
ENSG00000287979,AC253572.2
ENSG00000287985,AC073270.2
ENSG00000288007,AC092803.4
ENSG00000288056,AL023806.4
ENSG00000288253,AC010332.3
